Realisation number,Variance,Standard deviation,Kurtosis,Coefficient of variation,Smax,Lag-1 AC
88,-0.20714545360128783,-0.20714545360128783,0.7048346055979643,0.8383704626888923,-0.010526315789473684,0.9085786986550344
89,0.8332554395804123,0.8332554395804123,-0.7133509892506621,0.9454743729552889,0.8421052631578948,0.9021394817468972
90,0.7631770265358051,0.7631770265358051,0.4068650360907722,0.9510567585812951,0.7894736842105264,0.9384898997767045
91,0.5876824012047566,0.5876824012047566,0.7582956846860881,0.9045801526717556,0.6210526315789474,0.8881445708054214
92,0.8179622994235861,0.8179622994235861,-0.054551591629018015,0.9554967024977928,0.8842105263157894,0.886482837409773
93,0.12660331308095757,0.12660331308095757,0.7149867580620033,0.8227917121046892,0.6000000000000001,0.6582022121825829
94,0.6274861089473956,0.6274861089473956,-0.48346055979643765,0.9438126395596406,0.28421052631578947,0.8144311159578335
95,0.7405359090200966,0.7405359090200966,0.4859012307212961,0.9740873448616088,0.8210526315789474,0.9473957521940073
96,-0.16627719790206158,-0.16627719790206158,-0.4214311678870021,0.7401464402554915,-0.06315789473684211,0.4966505686243963
97,0.6045593810043101,0.6045593810043101,0.4502258918834709,0.9206781949420989,0.7999999999999999,0.9251441034429039
98,0.44851222931920853,0.44851222931920853,-0.232928285818144,0.9272731993560783,0.4210526315789474,0.9213532741340811
99,-0.38978033961676267,-0.38978033961676267,-0.7128576621488288,0.5529417874019836,-0.37894736842105264,0.8975437503245572
100,0.6765851378719425,0.6765851378719425,-0.12073531702757437,0.9390351560471516,0.631578947368421,0.8939087085215764
